,0,1,2,3
231,0.5414581454649896,0.008372945856875761,0.040144299295055655,0.410024609383079
894,0.2564797867272164,0.395357166362032,0.34406300550245555,0.004100041408296118
3662,0.7231718986634931,0.005452108941750845,0.21332995905589738,0.05804603333885872
1751,0.6414952927851684,0.0002896568936578764,0.04833184307557855,0.30988320724559526
1751,0.6414952927851684,0.0002896568936578764,0.04833184307557855,0.30988320724559526
791,0.18252666017252336,0.24538838343715091,0.14985367600489205,0.4222312803854338
546,0.03536254931285481,0.0468771045083899,0.0379816090558911,0.8797787371228641
3350,0.00829592774265233,0.14882638744428933,0.21806751757134946,0.6248101672417088
2319,0.760713265727706,0.11176771222900136,0.1018074904451552,0.025711531598137553
1672,0.3767689456586277,0.30041401419607183,0.02589598149850184,0.2969210586467987
2045,0.17947286792287875,0.2849623488646841,0.2899205505094634,0.2456442327029737
3796,0.004361730153255242,0.14876933915031282,0.5681565307521768,0.278712399944255
4981,0.10965865033095692,0.6696182219850214,0.20025646590320226,0.020466661780819403
1982,0.01449100175744326,0.0009092755796561193,0.5250811591235637,0.4595185635393369
3157,0.07507176891975267,0.08897428816073492,0.3147311339287794,0.521222808990733
965,0.08656130012598497,0.004063490289888941,0.304282850666649,0.605092358917477
1283,0.0002704701107450181,0.40074513830828845,0.23749284553315347,0.36149154604781303
4245,0.1338792350819579,0.27366964159865725,0.3026718205797063,0.2897793027396784
971,0.12488750188170368,0.22098983581633727,0.10150623682995599,0.552616425472003
4483,0.6692281191361195,0.18849958596861868,0.14092321189656823,0.0013490829986936201
3091,0.41380779793270506,0.014780209885569433,0.003381968974850613,0.5680300232068749
1748,0.2635733147798323,0.4684331464983011,0.11208816671261132,0.1559053720092553
218,0.6292781154880576,0.006604622307476419,0.06684260187936705,0.29727466032509897
2036,0.33202301961385394,0.001636381176408198,0.30200857081381177,0.36433202839592616
3789,0.1465671632123615,0.8335902205976624,0.011553340231333415,0.008289275958642787
2133,0.69922597079982,0.0850997875443105,0.21229709514349607,0.0033771465123734385
2783,0.003800603127031025,0.10084098108077341,0.8130086168548546,0.08234979893734101
602,0.05804904425332328,0.018453631910372623,0.6640300467057324,0.2594672771305716
1411,0.33864198661029943,0.0008746061178208074,0.623247858490388,0.037235548781491726
1439,0.006692560221826986,0.23624032875097764,0.1215555843801307,0.6355115266470648
1439,0.006692560221826986,0.23624032875097764,0.1215555843801307,0.6355115266470648
742,0.2343382940682271,0.3743353994718759,0.3906570182368154,0.0006692882230814873
4824,0.581419271911384,0.006476427133290813,0.06573871539843387,0.3463655855568914
2318,0.00925624313634062,0.8120693581711271,0.17112218754532463,0.0075522111472078315
1314,0.35908724907246076,0.5249646403466407,0.08708632768997558,0.028861782890922973
1398,0.1811603132994462,0.13391243358489532,0.5258993096739548,0.15902794344170365
915,0.33998351018108924,0.21885607810429478,0.4389671804671423,0.0021932312474736513
1428,0.3437689776892756,0.1749647687375989,0.01574553099813635,0.4655207225749892
869,0.09479093187123971,0.19589000699393966,0.6037954681684052,0.10552359296641553
4256,0.0434416431120748,0.4321976938741049,0.3240870655020648,0.20027359751175552
361,0.004167645434866914,0.5028438273990784,0.40233558564630223,0.09065294151975241
1244,0.03670099252790711,0.5433403231210188,0.1262728337502533,0.2936858506008207
3048,0.24920486623689933,0.0011248246659017935,0.7155989146904005,0.03407139440679841
108,0.22609389932525945,0.03253640113826589,0.6981881333219465,0.04318156621452812
108,0.22609389932525945,0.03253640113826589,0.6981881333219465,0.04318156621452812
3188,0.08084539248886959,4.561793815496365e-06,0.49720258917637256,0.42194745654094246
4541,0.015342366059834422,0.6223036558311895,0.3517592644612326,0.010594713647743543
1138,0.26750399576616213,0.004805488384437383,0.22610558862413963,0.5015849272252608
3483,0.3627583551523228,0.0015130343380890974,0.12855569182529142,0.5071729186842967
149,0.4840607242795405,0.43093918257578534,0.0015542177036932277,0.0834458754409809
4974,0.5809571349424404,0.014014729387703949,0.3890413258218113,0.015986809848044382
1878,0.04636424445547576,0.0771774412507946,0.6848602007874584,0.19159811350627115
4802,0.07958251275320072,0.9068201356381214,0.009257067971030944,0.004340283637647016
4779,0.1210258488404157,0.00942052610501559,0.09713257572213412,0.7724210493324345
3061,0.39013533373181375,0.09604865286829917,0.2416985640268612,0.2721174493730259
626,0.6836281316553863,0.11646379634591168,0.18474590166118154,0.01516217033752044
44,0.03906515655956219,0.006898248654783119,0.476233544169995,0.4778030506156596
945,0.09574147915882367,0.05704794299533427,0.02384502047163932,0.8233655573742027
284,0.1803045850664593,0.4114284299527675,0.0032510348596832116,0.40501595012108993
2105,0.5246742374318145,0.00438957834382385,0.3045608811317859,0.16637530309257573
3704,0.5504099221935994,0.04334954496461301,0.4004534607505503,0.0057870720912372225
4237,0.26732000628549035,0.2906367368297237,0.08432159117030598,0.3577216657144801
2723,0.0017772448829130982,0.28986238010414345,0.5949723926785049,0.11338798233443861
2723,0.0017772448829130982,0.28986238010414345,0.5949723926785049,0.11338798233443861
476,0.6919550031483299,0.004912878317683958,0.10817981728503802,0.19495230124894808
1528,0.05377694242309968,0.20347196716204607,0.7256145962858834,0.01713649412897077
3905,0.1894951858050428,0.1502938530694048,0.24921585265824522,0.4109951084673072
1701,0.20395577933261444,0.7616261927115396,0.009296747013265716,0.025121280942580374
2763,0.5118740719903034,0.018246379747187368,0.002035969589648603,0.4678435786728606
4562,0.2736094249604544,0.005870292269348654,0.3599647515702818,0.3605555311999152
3674,0.4143688451148602,0.0017328698109739553,0.3682521647959691,0.2156461202781967
2559,0.02729297763194008,0.006723933716521844,0.5710470848115807,0.3949360038399573
3905,0.4398640745836324,0.1578468290005551,0.09981606269594183,0.3024730337198706
3797,0.1999634555297939,0.16082817153931955,0.252571226558402,0.3866371463724846
4669,0.04431920147906623,0.3608010129521691,0.5126704684823405,0.08220931708642415
1039,0.3377400519900111,0.17555642057526594,6.546563948585724e-05,0.48663806179523716
4813,0.16904941520740582,0.15154952546437403,0.6774598214111975,0.001941237917022836
4813,0.16904941520740582,0.15154952546437403,0.6774598214111975,0.001941237917022836
1928,0.027114476301899185,0.8752536574132287,0.020087411441851534,0.07754445484302043
724,0.02860690311902244,0.041041502983364064,0.7777214741039331,0.15263011979368035
169,0.5362966437696948,0.41238803417233877,0.022385295754564785,0.02893002630340168
2323,0.550898530137096,0.003645008601946151,0.30325732344380907,0.14219913781714885
3898,0.35698868859222943,0.0013569725180463436,0.09388679463353405,0.5477675442561901
1085,0.31196385694159817,0.4630873130323952,0.0024618916951804244,0.2224869383308262
2409,0.002717713934203215,0.7646596072558829,0.02347040929335081,0.20915226951656304
4921,0.18198346986832795,0.04115947627977571,0.7660521389792386,0.010804914872657804
4454,0.7140660370834843,0.23921925173733186,0.011332018430843131,0.03538269274834072
4454,0.7140660370834843,0.23921925173733186,0.011332018430843131,0.03538269274834072
581,0.5015941566808243,0.006941874741032456,0.4578364711827098,0.033627497395433435
2253,0.02091568532209758,0.3268100834818193,0.4717387655221289,0.18053546567395426
2642,0.004485730408388824,0.016240688562861177,0.473838654423196,0.505434926605554
3451,0.4278173287963983,0.2634379150223979,0.29909991242997824,0.00964484375122558
2373,0.017739680593227156,0.021400637101932435,0.34224998741335744,0.618609694891483
2446,0.1625616148215834,0.20993476848227532,6.774161090242256e-05,0.6274358750852389
1164,0.0881834395583491,0.5220805874481698,0.38147249137120737,0.008263481622273694
157,0.0006718614137466117,0.7323525797738152,0.17694169315721264,0.09003386565522561
469,0.1780248585989877,0.20943160370540326,0.2935331931751123,0.31901034452049665
2733,0.18209367602970575,0.5801506161610892,0.015970744822800684,0.2217849629864043
4156,0.03857869248253785,0.76667783191613,0.015612637822808143,0.17913083777852395
2720,0.01874408506867827,0.061366946581854084,0.29828980182841525,0.6215991665210524
2720,0.01874408506867827,0.061366946581854084,0.29828980182841525,0.6215991665210524
3663,0.038145114536053196,0.04580927288446608,0.009007581505187724,0.907038031074293
2989,0.032428285290160036,0.8263158804244576,0.06786107287120484,0.07339476141417753
4033,0.35850723016763664,0.004862421765141961,0.598891977401159,0.03773837066606245
634,0.00324241686538133,0.0802763467089884,0.1630409130724946,0.7534403233531357
2414,0.09667411250178395,0.008079043743819845,0.531127114011586,0.3641197297428103
2576,0.005000283985336932,0.27701291385395543,0.009314477039034725,0.7086723251216729
3613,0.33455855778205656,0.07422417508415954,0.0278258341973729,0.563391432936411
4948,0.26325692075217483,0.18383545275887317,0.4844387073510988,0.06846891913785315
1651,0.15424772935399086,0.13874394423667946,0.004745274541369005,0.7022630518679607
375,0.026129987887444785,0.385626992360705,0.5729791151274463,0.015263904624404013
1828,0.010029943504892454,0.5302163872962565,0.020146015061400655,0.4396076541374503
4905,0.017100076810453297,0.012297013618861501,0.3763715574760827,0.5942313520946026
4905,0.017100076810453297,0.012297013618861501,0.3763715574760827,0.5942313520946026
2332,0.0009428726497795571,0.44960454501000485,0.09932905113670341,0.45012353120351223
3185,0.5480740123093251,0.3313924375394572,0.12034934201836221,0.00018420813285527962
2513,0.8227649768290703,0.014124224974345718,0.07830150578717014,0.0848092924094138
1993,0.2120757190821091,0.21416099580189546,0.5677099688676759,0.006053316248319677
1063,0.12268879995258616,0.4637206264824163,0.15852565879049457,0.255064914774503
2858,0.540883921818425,0.3051207370476439,0.1443201793602285,0.00967516177370252
2858,0.540883921818425,0.3051207370476439,0.1443201793602285,0.00967516177370252
308,0.3749384711994013,0.0008870668323030831,0.23960889417192255,0.384565567796373
1723,0.026016040399294716,0.00034742942112859083,0.031561391809449495,0.9420751383701272
452,0.5337353237967987,0.453680477218317,0.0010227358785770456,0.01156146310630742
4711,0.5403151965937175,0.010597101609973177,0.2380832178436718,0.21100448395263738
964,0.7834533290464101,0.05508618275589656,0.15315368865926818,0.008306799538425207
4775,0.014470635210213304,0.7117697249244213,0.17842962359684336,0.09533001626852208
1840,0.18205885731423901,0.01626746479307634,0.7963718273102575,0.005301850582427111
3502,0.0020736661904905873,0.3422158973000165,0.005385184035560429,0.6503252524739325
3519,0.30442523380787867,0.17534986466332636,0.00024853052711571176,0.5199763710016791
4112,0.4919407021087239,0.05165030291871447,0.005281737802449018,0.4511272571701127
3488,0.21760910092340574,0.0012002095524569303,0.18978816597199122,0.5914025235521461
2495,0.006196667675494488,0.11667533847903051,0.41902302607408154,0.45810496777139353
4438,0.13171938039520828,0.03419279440733691,0.004077784883332866,0.830010040314122
686,0.005918047424579709,0.45685767981898406,0.23875170065780804,0.2984725720986283
1805,0.29735847626599354,0.005776870164449914,0.6849599705580126,0.011904683011543966
477,0.16990971987082082,0.48520654415360875,0.23492751324024644,0.10995622273532392
1678,0.12899158986310985,0.3310796547122535,0.5375861766544681,0.002342578770168579
3272,0.009110264719354364,0.4608574878445623,0.0051628465262197705,0.5248694009098637
4463,0.7010904251128819,0.08762848458536139,0.20522480589326036,0.006056284408496454
4288,0.31730353115180787,0.36243951174017086,0.3176491749763807,0.00260778213164063
90,0.0006387697248288032,0.3991571424894429,0.26008160476197295,0.3401224830237554
1334,0.538906958865238,0.42185066785375797,0.008823480632276285,0.03041889264872793
3202,0.007102055356657636,0.25373301226819134,0.4083595165204728,0.3308054158546782
3616,0.27150973294169367,0.25663002603980534,0.0005924624050460734,0.47126777861345504
182,0.16288913512870098,0.0012731802252965766,0.7936261889669725,0.04221149567903001
4016,0.07034724321337417,0.3505023963303059,0.002953123746784768,0.5761972367095352
3270,0.01346421576247538,0.7532094538617083,0.12504708048477858,0.10827924989103782
3894,0.345742549156458,0.19307865041630595,0.13096859320178136,0.3302102072254547
3191,0.11388411688443466,0.10473161657141625,0.2727025521237575,0.5086817144203916
3245,0.06770481234321359,0.012435889529150857,0.22449024434885664,0.6953690537787789
3699,0.0005023011521226273,0.6938925398730343,0.11758880913069439,0.18801634984414872
615,0.16658099959355196,0.07729849984817226,0.7187615919452334,0.03735890861304228
4619,0.21423001005823022,0.11699520437435325,0.0008942973668319894,0.6678804882005845
4958,0.009148109903541153,0.0626092739155318,0.7786706243925992,0.1495719917883279
496,0.000882617040972859,0.8340801300436451,0.13296080786643047,0.032076445048951636
4697,0.035676254381752974,0.518570498483925,0.01506440678727756,0.43068884034704447
2289,0.3127727342234587,8.83347467673898e-05,0.5433311236551975,0.1438078073745764
4259,0.5864874023064969,0.3391810613966167,0.07431927276014408,1.2263536742375612e-05
4259,0.5864874023064969,0.3391810613966167,0.07431927276014408,1.2263536742375612e-05
4477,0.05711577683061657,0.004173326843299914,0.27502469295572224,0.6636862033703612
880,0.3361284839131963,0.28247407802517854,0.3793623449743222,0.0020350930873029743
4038,0.14737289907370169,0.519552801337123,0.0014864149209710654,0.3315878846682041
2655,0.08794841397440209,0.12041797201468565,0.016050931998987543,0.7755826820119246
2655,0.08794841397440209,0.12041797201468565,0.016050931998987543,0.7755826820119246
3444,0.2965518873571867,0.17217028163348475,0.2194563214566771,0.31182150955265153
1840,0.0013170267634976696,0.8174635827304131,0.03532212825966091,0.14589726224642835
3672,0.23221296188967794,0.0957532465640654,0.6670678142497392,0.004965977296517408
283,0.0012218772099122227,0.4090832921988279,0.36183004400184976,0.22786478658941026
2894,0.6019725536613044,0.07269698023850994,0.010851291411149254,0.31447917468903647
2703,0.3091009127828322,0.0021855892976063588,0.6773292632568376,0.011384234662723793
4243,0.12689027550773557,0.26143838603379854,0.6075983774143056,0.0040729610441603585
4243,0.12689027550773557,0.26143838603379854,0.6075983774143056,0.0040729610441603585
3377,0.4329484531375921,0.17501603930876866,0.05505720517125037,0.3369783023823888
1152,0.5290002027558126,0.31310902155786413,0.004842805876906765,0.15304796980941646
3640,0.14805894382787413,0.07292825249152124,0.7655645750887792,0.013448228591825536
3640,0.14805894382787413,0.07292825249152124,0.7655645750887792,0.013448228591825536
934,0.011746527192124698,0.009799469522263847,0.4573131320145847,0.5211408712710268
2632,0.01081746145325132,0.05719368583730655,0.8813969748170633,0.050591877892378824
1864,0.002576424154634808,0.2519971837184388,0.13623238061761125,0.6091940115093151
161,0.17874336228006527,0.310789431190979,0.006215626024269408,0.5042515805046863
